frame,x,y,w,h,t,noX,noY,neX,neY,taX,taY,trk
5,979,793,52,130,1.76,1039,795,1035,796,922,787,64
5,901,906,82,189,0.3,924,830,920,864,870,987,65
5,1335,986,88,159,5.98,1311,924,1306,958,1364,1050,66
5,1046,936,76,202,5.39,982,872,982,906,1103,987,67
5,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
5,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
5,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
5,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
5,1858,545,68,120,2.64,1882,591,1887,573,1848,494,72
5,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
5,1822,510,60,114,0.65,1840,463,1847,483,1809,561,74
5,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
5,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
5,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
5,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
5,22,985,38,74,3.28,17,1019,14,1010,18,958,79
5,50,1035,36,72,5.12,21,1021,25,1026,56,1048,80
5,54,1058,36,62,4.84,30,1049,34,1055,68,1066,81
5,102,363,51,65,2.72,107,384,98,375,91,334,166
5,171,700,46,89,5.35,146,682,151,685,195,722,169
6,20,429,40,109,3.15,10,478,2,461,2,381,1
6,19,507,37,69,3.14,20,531,8,520,1,493,2
6,60,573,43,76,5.21,32,560,38,561,80,586,3
6,29,646,56,96,0.0,17,606,16,613,25,684,4
6,63,320,49,82,2.54,88,323,80,312,52,284,5
6,51,357,47,85,3.69,33,391,34,375,63,323,6
6,112,307,46,81,2.29,134,326,118,315,88,284,7
6,222,335,62,129,3.2,215,397,214,378,232,285,8
6,247,370,55,126,6.18,252,317,245,326,246,411,9
6,213,460,59,136,0.04,229,402,214,404,200,520,10
6,303,359,60,129,0.4,314,313,306,320,274,404,11
6,281,298,59,101,1.63,322,314,303,299,236,284,12
6,351,287,59,106,5.09,313,279,318,281,394,286,13
6,398,322,59,128,1.03,440,280,429,288,345,341,14
6,499,309,71,124,4.78,444,293,448,290,551,302,15
6,626,318,72,150,4.78,560,331,571,302,689,308,16
6,759,356,70,140,3.14,759,422,763,405,747,293,17
6,438,379,59,144,1.01,493,345,478,350,375,401,18
6,732,444,71,178,1.48,811,430,793,435,652,433,19
6,469,404,71,162,0.64,506,359,500,365,413,447,20
6,335,567,60,145,2.92,359,627,342,617,321,509,21
6,414,530,74,139,4.4,355,556,368,543,468,518,22
6,409,586,78,141,3.73,380,646,376,626,421,529,23
6,692,584,74,141,2.25,734,626,714,606,629,571,24
6,440,630,61,142,4.15,392,662,393,655,479,600,25
6,464,676,64,127,4.42,407,685,411,690,498,643,26
6,552,670,72,165,3.4,530,743,527,722,581,608,27
6,427,734,56,143,-0.69,391,693,391,699,464,778,28
6,525,783,67,128,4.32,466,804,475,803,569,755,29
6,712,835,73,123,4.81,668,832,677,836,770,845,30
6,445,790,75,162,5.56,390,740,393,751,466,830,31
6,435,845,86,159,5.62,376,800,397,829,491,892,32
6,368,765,49,129,6.16,366,715,361,719,370,822,33
6,297,767,46,109,1.68,347,771,345,771,249,763,34
6,198,748,41,125,5.28,155,707,170,726,238,772,35
6,262,808,63,93,1.74,300,817,272,806,224,796,36
6,303,864,43,154,5.06,245,841,254,845,337,884,37
6,667,949,67,161,5.17,611,920,614,933,724,987,38
6,897,586,97,237,3.35,865,686,861,646,876,511,39
6,1105,625,92,195,3.34,1094,707,1088,681,1120,546,40
6,872,877,117,196,3.35,835,957,818,926,858,793,41
6,1303,477,77,166,3.02,1294,555,1306,527,1268,405,42
6,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
6,1309,386,86,162,4.81,1230,375,1253,360,1383,392,44
6,1228,581,99,182,1.24,1314,577,1303,591,1166,635,45
6,1406,536,117,170,3.49,1368,596,1359,558,1421,458,46
6,1588,428,74,144,4.81,1523,424,1542,407,1646,429,47
6,1489,520,57,153,4.77,1424,509,1436,509,1556,520,48
6,1609,515,82,117,2.07,1644,545,1650,520,1562,491,49
6,1576,575,64,139,1.74,1634,584,1625,580,1549,556,50
6,1558,638,77,139,1.28,1616,624,1611,622,1502,663,51
6,1618,630,77,196,3.13,1630,721,1644,692,1640,565,52
6,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
6,1551,741,64,170,3.54,1513,807,1509,781,1566,661,54
6,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
6,1423,688,91,210,0.06,1392,590,1428,605,1449,750,56
6,1391,683,57,172,6.0,1370,612,1377,631,1411,762,57
6,1356,727,61,181,6.24,1354,658,1355,670,1361,812,58
6,1275,650,82,172,1.47,1356,632,1343,633,1202,654,59
6,1287,719,105,146,5.59,1239,676,1267,676,1324,777,60
6,1200,703,86,197,4.97,1113,697,1146,670,1286,715,61
6,1323,826,76,148,5.4,1274,787,1292,782,1377,864,62
6,1301,870,73,108,2.23,1328,905,1324,888,1261,835,63
6,979,793,52,130,1.76,1038,796,1034,797,921,785,64
6,901,906,82,189,0.3,924,830,920,864,870,987,65
6,1335,986,88,159,5.98,1311,924,1306,958,1364,1050,66
6,1046,936,76,202,5.39,982,872,982,906,1103,987,67
6,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
6,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
6,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
6,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
6,1858,545,68,120,2.64,1882,591,1887,573,1848,494,72
6,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
6,1822,510,60,114,0.65,1840,463,1847,483,1809,561,74
6,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
6,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
6,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
6,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
6,24,984,41,74,3.23,17,1019,14,1010,18,958,79
6,50,1035,36,72,5.12,24,1023,26,1027,58,1045,80
6,54,1058,36,62,4.84,30,1049,34,1055,68,1066,81
6,101,363,51,69,2.72,105,388,94,377,92,333,166
6,176,701,49,80,5.35,152,684,154,686,195,725,169
7,16,422,31,109,3.15,13,470,5,458,2,380,1
7,18,502,34,78,3.14,20,531,8,520,1,471,2
7,60,573,43,76,5.21,32,560,38,561,80,586,3
7,29,646,56,97,0.0,17,606,16,613,25,684,4
7,64,320,50,82,2.54,86,332,81,315,52,284,5
7,52,366,56,78,3.59,33,391,31,377,60,333,6
7,112,307,46,81,2.29,134,326,118,315,88,284,7
7,222,334,56,129,3.24,215,397,213,383,227,285,8
7,251,369,51,126,6.18,243,321,243,328,244,409,9
7,213,460,59,136,0.04,229,401,215,405,200,520,10
7,310,360,60,129,0.38,315,311,313,315,279,405,11
7,281,298,59,101,1.63,322,314,303,299,236,284,12
7,352,286,58,106,5.09,313,279,318,281,394,286,13
7,398,321,60,128,1.03,440,280,429,288,345,341,14
7,499,309,71,124,4.78,444,293,448,290,551,302,15
7,626,318,72,150,4.78,560,331,571,302,689,308,16
7,759,353,70,135,3.14,759,416,763,405,747,293,17
7,447,378,67,146,0.98,488,335,480,338,382,399,18
7,740,443,78,179,1.4,820,422,792,426,659,435,19
7,487,389,71,168,0.52,503,335,501,343,430,438,20
7,335,567,60,145,2.92,357,627,341,614,321,513,21
7,414,530,74,139,4.4,355,553,368,544,468,518,22
7,409,586,78,141,3.73,380,646,376,626,420,529,23
7,692,584,74,141,2.25,734,626,714,606,629,571,24
7,439,630,61,144,4.15,392,662,393,655,479,600,25
7,464,676,64,127,4.42,407,685,411,690,498,643,26
7,550,672,75,169,3.45,521,742,520,718,581,608,27
7,427,734,55,143,-0.69,391,693,391,699,464,778,28
7,522,787,71,130,4.19,471,815,478,811,565,755,29
7,711,834,73,125,4.81,668,832,677,836,770,845,30
7,444,794,82,167,5.56,393,740,394,753,463,845,31
7,431,853,80,159,5.48,374,814,397,832,491,892,32
7,368,765,49,129,6.16,366,715,361,719,370,822,33
7,297,767,46,109,1.69,348,770,339,770,248,761,34
7,198,748,41,125,5.28,155,713,170,728,238,772,35
7,276,815,57,121,1.91,327,834,296,824,223,794,36
7,292,855,53,144,5.06,227,835,235,840,313,867,37
7,667,949,67,161,5.17,611,920,614,933,724,987,38
7,897,586,97,237,3.35,865,686,861,646,876,511,39
7,1105,625,92,195,3.34,1094,707,1088,681,1120,546,40
7,872,877,117,196,3.35,834,955,818,926,858,793,41
7,1302,476,89,166,3.11,1287,551,1298,523,1268,405,42
7,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
7,1309,386,86,162,4.81,1230,375,1253,360,1383,392,44
7,1228,581,99,182,1.24,1314,577,1303,591,1166,635,45
7,1406,536,117,170,3.49,1368,596,1359,558,1421,458,46
7,1588,428,74,144,4.81,1523,424,1542,407,1646,429,47
7,1487,515,59,153,4.82,1418,508,1436,509,1556,520,48
7,1609,515,82,117,2.07,1644,545,1650,520,1562,491,49
7,1576,575,64,139,1.74,1634,584,1625,580,1549,556,50
7,1559,641,83,137,1.28,1616,624,1611,622,1502,663,51
7,1618,630,77,196,3.13,1630,721,1644,692,1640,565,52
7,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
7,1551,741,64,170,3.54,1514,807,1510,781,1566,661,54
7,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
7,1423,688,91,210,0.06,1392,590,1428,605,1449,750,56
7,1391,683,57,172,6.0,1370,612,1377,631,1411,762,57
7,1356,727,61,181,6.24,1354,658,1355,670,1361,812,58
7,1276,649,80,173,1.47,1355,636,1344,635,1202,654,59
7,1287,719,105,146,5.59,1239,675,1267,676,1324,777,60
7,1200,703,86,197,4.97,1113,703,1144,676,1286,715,61
7,1323,826,76,148,5.4,1274,784,1292,782,1377,864,62
7,1301,870,73,108,2.23,1313,910,1321,892,1261,835,63
7,979,793,52,130,1.76,1038,796,1034,797,921,785,64
7,901,906,82,189,0.3,924,830,920,864,870,987,65
7,1335,986,90,165,5.9,1302,924,1307,958,1365,1050,66
7,1046,936,76,202,5.39,982,872,982,906,1103,987,67
7,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
7,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
7,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
7,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
7,1858,545,68,120,2.64,1882,591,1887,573,1848,494,72
7,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
7,1822,510,60,114,0.65,1840,463,1847,483,1809,561,74
7,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
7,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
7,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
7,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
7,24,984,41,74,3.23,17,1019,14,1010,18,958,79
7,50,1035,36,72,5.12,24,1023,26,1027,58,1045,80
7,54,1058,36,62,4.84,30,1049,34,1055,68,1066,81
7,101,363,51,69,2.72,105,388,94,377,92,333,166
7,177,702,45,81,5.52,156,679,157,679,195,725,169
8,15,422,30,109,3.15,13,470,5,458,2,380,1
8,17,500,33,74,3.14,20,531,8,520,1,471,2
8,61,566,39,79,5.39,35,544,39,550,78,587,3
8,29,646,56,97,0.0,16,606,16,613,25,684,4
8,64,320,50,82,2.54,87,331,82,316,52,284,5
8,51,374,51,85,3.59,33,403,30,379,57,337,6
8,112,307,46,81,2.29,134,326,118,315,88,284,7
8,224,335,56,129,3.24,215,397,213,383,227,285,8
8,252,360,53,126,6.1,234,316,240,324,255,399,9
8,213,460,59,136,0.04,237,400,216,405,200,520,10
8,311,361,63,129,0.38,315,311,313,315,279,405,11
8,281,298,59,101,1.63,322,314,303,299,236,284,12
8,352,287,58,106,5.09,313,279,318,281,394,286,13
8,397,321,60,128,1.03,440,280,429,288,345,341,14
8,499,309,71,124,4.78,444,293,448,290,551,302,15
8,626,318,72,150,4.78,560,331,571,302,689,308,16
8,759,352,70,131,3.14,757,414,763,405,747,293,17
8,435,369,67,146,0.75,467,320,463,329,381,406,18
8,744,439,71,180,1.4,828,422,802,424,667,435,19
8,490,383,79,156,0.45,493,320,491,332,437,434,20
8,335,567,60,145,2.92,357,627,341,614,321,513,21
8,414,530,74,139,4.4,355,538,365,537,468,518,22
8,409,586,78,141,3.73,380,646,376,626,420,529,23
8,692,584,74,141,2.25,734,626,714,606,629,571,24
8,439,630,61,144,4.15,388,659,392,651,479,600,25
8,463,676,64,127,4.42,408,680,412,683,498,643,26
8,550,672,75,169,3.45,517,743,516,718,581,608,27
8,427,734,54,143,-0.69,391,693,391,699,464,778,28
8,521,788,71,133,4.19,475,818,477,815,565,755,29
8,711,834,73,126,4.81,668,832,677,836,770,845,30
8,437,799,64,170,5.56,390,737,391,754,455,837,31
8,435,856,80,149,5.48,370,827,394,836,494,893,32
8,368,765,49,129,6.16,359,708,359,718,370,822,33
8,297,766,46,109,1.65,344,769,340,769,247,760,34
8,197,749,39,125,5.28,155,713,170,728,238,772,35
8,294,822,57,142,1.91,352,845,326,835,236,802,36
8,266,843,45,117,5.06,226,828,228,829,304,859,37
8,670,950,67,155,5.17,611,920,614,933,724,987,38
8,897,586,97,237,3.35,865,686,861,646,876,511,39
8,1105,625,92,195,3.34,1094,707,1088,681,1120,546,40
8,872,877,117,196,3.35,835,956,818,926,858,793,41
8,1294,477,79,166,3.17,1281,551,1288,521,1268,405,42
8,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
8,1309,386,86,162,4.81,1230,375,1253,360,1383,392,44
8,1228,581,99,182,1.24,1312,575,1301,592,1166,635,45
8,1406,536,117,170,3.49,1368,596,1359,558,1421,458,46
8,1588,428,74,144,4.81,1523,424,1542,407,1646,429,47
8,1488,515,59,151,4.82,1417,502,1434,506,1554,521,48
8,1609,515,82,117,2.07,1644,545,1650,520,1562,491,49
8,1578,576,64,143,1.74,1645,592,1636,587,1549,556,50
8,1559,641,83,137,1.28,1619,620,1609,621,1502,663,51
8,1622,635,68,185,3.13,1631,721,1644,692,1641,565,52
8,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
8,1551,741,64,170,3.54,1514,807,1510,781,1566,661,54
8,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
8,1423,688,91,210,0.06,1392,590,1428,605,1449,750,56
8,1391,683,57,172,6.0,1370,612,1377,631,1411,762,57
8,1356,727,61,181,6.24,1354,658,1355,670,1361,812,58
8,1275,649,81,171,1.47,1356,635,1345,637,1202,654,59
8,1287,719,105,146,5.59,1236,675,1267,676,1324,777,60
8,1205,704,86,186,4.97,1119,705,1147,672,1286,715,61
8,1323,826,76,148,5.4,1273,786,1292,782,1377,864,62
8,1301,870,73,108,2.23,1313,910,1321,892,1261,835,63
8,977,792,52,134,1.76,1038,796,1034,797,921,785,64
8,901,906,82,189,0.3,924,830,920,864,870,987,65
8,1333,986,90,165,5.9,1299,924,1306,959,1372,1048,66
8,1046,936,76,202,5.39,982,872,982,906,1103,987,67
8,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
8,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
8,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
8,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
8,1858,545,68,120,2.64,1882,591,1887,573,1848,494,72
8,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
8,1822,510,60,114,0.65,1840,463,1847,483,1809,561,74
8,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
8,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
8,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
8,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
8,24,984,41,74,3.23,17,1017,13,1008,18,958,79
8,52,1032,33,72,5.12,24,1022,26,1025,61,1040,80
8,54,1058,36,62,4.84,30,1049,33,1053,69,1066,81
8,101,363,51,69,2.72,105,388,94,377,92,333,166
8,177,702,36,81,5.71,161,674,164,676,195,724,169
9,15,430,29,124,3.15,19,483,8,463,2,375,1
9,16,495,32,80,3.14,21,529,9,515,1,471,2
9,59,555,41,86,5.44,33,531,36,534,86,572,3
9,29,645,56,98,0.0,12,606,14,613,25,684,4
9,64,319,51,82,2.54,85,330,81,315,52,284,5
9,51,374,51,85,3.59,33,403,29,379,57,337,6
9,112,307,46,81,2.29,134,326,118,315,88,284,7
9,224,335,56,129,3.24,215,397,213,383,227,285,8
9,254,368,53,114,6.1,239,321,242,328,259,404,9
9,213,460,59,136,0.04,238,399,214,405,200,520,10
9,307,362,60,129,0.31,309,313,309,320,279,405,11
9,281,298,59,101,1.63,322,314,303,299,236,284,12
9,351,287,60,106,5.09,313,279,318,281,394,286,13
9,398,322,59,128,1.03,440,280,429,288,345,341,14
9,499,309,71,124,4.78,444,293,448,290,551,302,15
9,626,318,72,150,4.78,560,331,571,302,689,308,16
9,759,352,70,132,3.14,758,414,763,405,747,293,17
9,433,366,63,146,0.66,464,308,460,315,381,406,18
9,748,434,72,171,1.4,828,422,808,422,672,436,19
9,486,382,87,156,0.45,500,312,490,326,440,431,20
9,335,567,60,145,2.92,357,627,341,614,321,513,21
9,414,530,74,139,4.4,353,536,363,528,468,518,22
9,409,586,78,141,3.73,382,645,372,624,420,529,23
9,692,584,74,141,2.25,734,626,714,606,629,571,24
9,440,634,70,142,4.15,390,663,393,654,477,613,25
9,464,676,64,127,4.42,407,685,411,690,498,643,26
9,550,672,75,169,3.45,517,743,518,716,581,608,27
9,427,734,55,143,-0.69,391,693,391,699,464,778,28
9,520,788,71,134,4.13,475,818,477,815,565,755,29
9,711,834,73,126,4.81,668,832,677,836,770,845,30
9,436,799,63,170,5.56,392,739,394,757,462,842,31
9,433,856,82,152,5.48,367,828,391,838,494,892,32
9,368,765,49,129,6.16,359,710,361,719,370,822,33
9,296,767,46,109,1.66,345,768,342,769,244,764,34
9,197,750,37,125,5.28,155,713,170,728,238,772,35
9,314,835,54,155,2.11,374,871,349,860,258,800,36
9,260,840,45,104,5.09,226,827,227,829,292,864,37
9,670,950,67,155,5.17,611,920,614,933,724,987,38
9,897,586,97,237,3.35,865,686,861,646,876,511,39
9,1099,628,74,188,3.34,1091,713,1084,684,1121,547,40
9,872,877,117,196,3.35,835,956,818,926,858,793,41
9,1293,484,113,153,3.42,1259,547,1279,521,1268,405,42
9,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
9,1309,386,86,162,4.81,1230,375,1253,360,1383,392,44
9,1228,581,99,182,1.24,1312,575,1301,592,1166,635,45
9,1406,536,117,170,3.49,1368,596,1359,558,1421,458,46
9,1588,428,74,144,4.81,1523,424,1542,407,1646,429,47
9,1487,518,65,151,5.01,1423,494,1441,498,1554,521,48
9,1609,515,82,117,2.07,1644,545,1650,520,1562,491,49
9,1587,577,64,147,1.74,1642,593,1636,587,1552,560,50
9,1559,641,83,137,1.28,1619,623,1610,624,1502,663,51
9,1624,637,64,182,3.13,1631,721,1644,692,1641,565,52
9,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
9,1551,741,64,170,3.54,1514,807,1510,781,1566,661,54
9,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
9,1423,688,91,210,0.06,1392,590,1428,605,1449,750,56
9,1391,683,57,172,6.0,1370,612,1377,631,1411,762,57
9,1356,727,61,181,6.24,1354,658,1355,670,1361,812,58
9,1276,648,78,173,1.47,1356,635,1344,635,1202,654,59
9,1287,719,105,146,5.59,1238,676,1267,676,1324,777,60
9,1205,704,86,186,4.97,1123,701,1149,670,1286,715,61
9,1323,826,76,148,5.4,1273,786,1292,782,1377,864,62
9,1301,870,73,108,2.23,1313,910,1321,892,1261,835,63
9,977,792,52,134,1.76,1038,796,1034,797,921,785,64
9,901,906,82,189,0.3,924,830,920,864,870,987,65
9,1333,986,90,165,5.9,1299,924,1306,959,1372,1048,66
9,1046,936,76,202,5.39,982,872,982,906,1103,987,67
9,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
9,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
9,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
9,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
9,1858,545,68,120,2.64,1882,591,1887,573,1848,494,72
9,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
9,1822,510,60,114,0.65,1840,463,1847,483,1809,561,74
9,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
9,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
9,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
9,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
9,24,984,41,74,3.23,17,1017,13,1008,18,958,79
9,52,1032,33,72,5.12,24,1022,26,1025,61,1040,80
9,54,1058,36,62,4.84,30,1049,33,1053,71,1068,81
9,101,363,51,69,2.72,105,388,94,377,92,333,166
9,178,705,36,92,5.71,157,670,162,675,195,724,169
10,20,443,41,128,3.15,23,498,12,483,4,393,1
10,16,495,32,80,3.14,20,531,7,518,1,471,2
10,55,550,43,89,5.44,33,531,36,534,82,572,3
10,29,644,56,100,0.0,10,608,10,615,25,684,4
10,63,320,48,82,2.54,83,331,79,316,47,290,5
10,51,374,51,85,3.59,29,393,27,379,57,337,6
10,112,307,46,81,2.29,134,326,118,315,88,284,7
10,224,335,56,129,3.24,215,397,213,383,227,285,8
10,254,349,44,109,6.1,244,316,245,321,256,389,9
10,213,460,59,136,0.04,237,399,214,405,200,520,10
10,302,363,72,126,0.04,294,312,299,318,273,406,11
10,281,298,59,101,1.63,318,310,305,290,236,284,12
10,351,287,60,106,5.09,313,279,318,281,394,286,13
10,398,322,58,128,1.03,440,280,429,288,345,341,14
10,499,309,71,125,4.78,444,293,448,290,551,302,15
10,626,318,72,150,4.78,560,331,571,302,689,308,16
10,759,352,70,131,3.14,758,413,763,405,747,293,17
10,432,364,67,151,0.58,468,306,456,311,381,406,18
10,748,434,72,171,1.4,828,422,808,422,672,436,19
10,486,383,96,147,0.21,485,321,483,327,441,437,20
10,335,567,60,145,2.92,357,627,341,614,321,513,21
10,414,530,74,139,4.4,353,536,363,528,468,518,22
10,409,586,78,141,3.73,382,645,373,624,421,529,23
10,696,587,74,151,2.25,749,623,720,603,633,569,24
10,441,634,66,140,4.15,390,663,393,654,477,613,25
10,464,676,64,127,4.42,407,685,411,690,498,643,26
10,550,672,75,169,3.45,517,741,517,716,581,608,27
10,427,734,56,143,-0.69,391,693,391,699,464,778,28
10,520,788,71,134,4.13,475,818,477,815,565,755,29
10,711,834,73,126,4.81,668,832,677,836,770,845,30
10,439,801,65,175,5.56,390,740,395,761,466,846,31
10,434,855,80,152,5.48,370,826,395,843,494,892,32
10,373,761,59,123,6.16,359,710,361,719,370,822,33
10,296,767,46,111,1.64,348,769,344,769,246,762,34
10,199,749,42,122,5.28,152,719,170,731,238,772,35
10,342,847,51,159,2.06,406,883,379,875,284,816,36
10,261,841,45,101,5.09,226,827,227,829,297,857,37
10,670,950,67,155,5.17,611,920,614,933,724,987,38
10,897,586,97,237,3.35,865,686,861,646,876,511,39
10,1099,628,74,188,3.34,1091,713,1084,684,1121,547,40
10,872,877,117,196,3.35,834,955,818,926,858,793,41
10,1286,482,98,153,3.42,1259,547,1274,519,1268,405,42
10,1162,363,92,180,1.69,1246,358,1225,356,1083,345,43
10,1309,386,86,162,4.81,1230,375,1253,360,1383,392,44
10,1228,581,99,182,1.24,1311,574,1301,591,1167,633,45
10,1406,536,117,170,3.49,1368,596,1359,558,1421,458,46
10,1588,428,74,144,4.81,1523,424,1542,407,1646,429,47
10,1487,518,65,151,5.01,1426,497,1443,500,1555,525,48
10,1609,515,82,117,2.07,1644,545,1650,520,1562,491,49
10,1578,576,64,143,1.74,1642,593,1636,587,1554,562,50
10,1557,642,83,133,1.28,1618,623,1610,624,1502,663,51
10,1628,644,59,170,3.13,1631,721,1644,692,1641,565,52
10,1596,749,62,170,3.54,1563,819,1560,784,1605,675,53
10,1551,741,64,170,3.54,1514,807,1510,781,1566,661,54
10,1473,724,81,198,0.06,1466,633,1489,649,1503,778,55
10,1424,687,91,210,0.06,1392,590,1428,605,1449,750,56
10,1391,683,57,172,6.0,1370,612,1377,631,1411,762,57
10,1356,727,61,181,6.24,1354,658,1355,670,1361,812,58
10,1275,649,80,173,1.47,1355,635,1341,638,1202,654,59
10,1287,719,105,146,5.59,1237,675,1267,676,1324,777,60
10,1205,704,86,186,4.97,1116,703,1148,673,1286,715,61
10,1323,826,76,148,5.4,1274,786,1292,782,1377,864,62
10,1301,870,73,108,2.23,1317,914,1326,884,1261,835,63
10,974,792,52,140,1.76,1038,796,1034,797,914,783,64
10,901,906,82,189,0.3,924,830,920,864,870,987,65
10,1333,986,90,165,5.9,1299,924,1306,959,1372,1048,66
10,1046,936,76,202,5.39,982,872,982,906,1103,987,67
10,1121,936,71,171,5.03,1049,908,1078,930,1192,948,68
10,1085,984,109,182,5.3,1004,956,1015,983,1147,1039,69
10,967,995,92,217,1.75,1052,1036,1024,1030,876,1005,70
10,1551,860,79,127,1.8,1608,868,1600,864,1504,836,71
10,1858,545,68,120,2.64,1882,591,1887,573,1848,494,72
10,1891,517,55,120,3.13,1909,566,1916,551,1880,467,73
10,1822,510,60,114,0.65,1840,463,1847,483,1809,561,74
10,1778,500,76,101,1.48,1822,484,1813,490,1740,488,75
10,1802,608,52,101,1.25,1845,592,1835,598,1770,618,76
10,1776,456,45,94,1.67,1817,468,1808,450,1736,453,77
10,1766,570,63,81,1.44,1799,571,1790,585,1729,590,78
